Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0149,"Bluewater Sales LLC, Agent VI","","Mo Wine","04/21/2015","DB/BR",Filly,"Uncle Mo","Amor de Palacio","","","","Racing or Broodmare Prospect","Out",0
1,0150,"Buckland Sales (Zach Madden), Agent XX","","My Fast One","05/08/2008","GR/RO",Mare,"Elusive Quality","Twenty One A. C.","Verrazano","02/15/2017","pregnant","Broodmare","Out",0
1,0151,"Olympia Star Inc.","","Mykindalady","03/19/2014","B",Mare,"Bodemeister","Mykindasaint","Skipshot","03/22/2017","pregnant","Broodmare","Watershed Bloodstock, LLC",1000
1,0152,"Taylor Made Sales Agency, Agent XII","","My Saturday Girl","04/09/2009","B",Mare,"Any Given Saturday","B L's Girl","Overanalyze","05/17/2017","pregnant","Broodmare","Mountmellick Farm",40000
1,0153,"Hunter Valley Farm, Agent","","Mystic Chant","05/25/2002","GR/RO",Mare,"Unbridled's Song","Mystic Rhythms","Flatter","05/01/2017","pregnant","Broodmare","*RNA (120,000)",---
1,0154,"ELiTE","","My Sweet Stella","04/02/2014","B",Filly,"Eskendereya","Megalicious","","","","Racing or Broodmare Prospect","Out",0
1,0155,"Taylor Made Sales Agency, Agent LIII","","Uncle Mo --- Never Stop (IRE)","04/04/2017","DB/BR",Filly,"Uncle Mo","Never Stop (IRE)","","","","Yearling","Michael O'Quinn for Sonny Stokes",95000
1,0156,"Taylor Made Sales Agency, Agent XXIII","","Next Big Nothin'","05/03/2006","DB/BR",Mare,"Forest Wildcat","Twopointfour","Commissioner","05/07/2017","pregnant","Broodmare","A. L. Jacobson",5000
1,0157,"Taylor Made Sales Agency, Agent XVII","","Nodiac (IRE)","04/02/2013","B",Mare,"Kodiac (GB)","No Way (IRE)","","","","Racing or Broodmare Prospect","Out",0
1,0158,"St. George Sales, Agent III","","Twirling Candy --- Noon Time Shower","04/26/2017","B",Filly,"Twirling Candy","Noon Time Shower","","","","Yearling","Rocco Bloodstock",50000
1,0159,"Taylor Made Sales Agency, Agent XXXV","","Now Power","03/18/2012","B",Mare,"Tiznow","Richwoman","","","","Racing or Broodmare Prospect","*RNA (65,000)",---
1,0160,"Taylor Made Sales Agency, Agent VII","","Ojibwa","03/08/2014","DB/BR",Mare,"Malibu Moon","Entrustment","Mshawish","04/12/2017","pregnant","Broodmare","Triple Crown",17000
1,0161,"Bluewater Sales LLC, Agent VI","","On Board","03/14/2013","CH",Mare,"City Zip","A True Pussycat","Verrazano","05/20/2017","pregnant","Broodmare","*RNA (75,000)",---
1,0162,"Buckland Sales (Zach Madden), Agent I","","On Hold","05/08/2009","GR/RO",Mare,"Macho Uno","Call Her","Bodemeister","05/03/2017","pregnant","Broodmare","*RNA (22,000)",---
1,0163,"Bill Murphy, Agent X","","Oops Times Two","04/20/2012","CH",Mare,"Badge of Silver","Halo Humor","Tale of the Cat","05/08/2017","pregnant","Broodmare","Mountmellick Farm",75000
1,0164,"Buck Pond Farm (Douglas S. Arnold), Agent","","Our Laughing Lady","03/22/2011","GR/RO",Mare,"Zensational","Fun Project","Conveyance","07/01/2017","pregnant","Broodmare","Watershed Bloodstock, LLC",1000
1,0165,"Taylor Made Sales Agency, Agent XVI","","Noble Mission (GB) --- Oxbow Lake","05/10/2017","CH",Colt,"Noble Mission (GB)","Oxbow Lake","","","","Yearling","Recapture, LLC",10000
1,0166,"Betz Thoroughbreds, Inc., Agent","","Passionate Gold","02/07/2008","CH",Mare,"Mr. Greeley","Gilded Gold","Violence","06/20/2017","pregnant","Broodmare","*RNA (19,000)",---
1,0167,"Hunter Valley Farm, Agent","","The Factor --- Pearl In The Sand (IRE)","02/22/2017","B",Colt,"The Factor","Pearl In The Sand (IRE)","","","","Yearling","Clark Co. T.B.",20000
1,0168,"Scott Mallory, Agent IV","","Piper's New Song","03/09/2011","CH",Mare,"Unbridled Energy","Picca Pepper","Sky Mesa","04/28/2017","pregnant","Broodmare","Tommy Wente, Jr.",4000
1,0169,"Upson Downs Farm, Agent","","Polyester","01/15/2010","B",Mare,"Tiz Wonderful","No More Ironing","Quality Road","05/10/2017","pregnant","Broodmare","Kathryn Martin",90000
1,0170,"Hunter Valley Farm, Agent","","Lookin At Lucky --- Poly One Flex","02/03/2017","GR/RO",Filly,"Lookin At Lucky","Poly One Flex","","","","Yearling","*RNA (27,000)",---
1,0171,"Woodford Thoroughbreds, Agent LXV","","Congrats --- Ponderway","05/03/2017","B",Colt,"Congrats","Ponderway","","","","Yearling","Craig Sam Aguiar",45000
1,0172,"Stuart Morris, Agent V","","Poppy's Baby Girl (GB)","03/29/2002","B",Mare,"Yankee Victor","Golden Wave Band","Honor Code","06/08/2017","pregnant","Broodmare","*RNA (85,000)",---
1,0173,"Stuart Morris, Agent V","","Tiznow --- Poppy's Baby Girl (GB)","04/15/2017","B",Colt,"Tiznow","Poppy's Baby Girl (GB)","","","","Yearling","Out",0
1,0174,"Upson Downs Farm, Agent","","Tapizar --- Princess Claire","05/08/2017","B",Colt,"Tapizar","Princess Claire","","","","Yearling","Stacey Rushton",1200
1,0175,"Legacy Bloodstock, Agent XX","","Danza --- Prospect d'Oro","05/01/2017","B",Colt,"Danza","Prospect d'Oro","","","","Yearling","Jack Hirsch",10000
1,0176,"Taylor Made Sales Agency, Agent XXIV","","Purple Lights","04/22/2015","GR/RO",Filly,"Graydar","Lavender Baby","","","","Broodmare Prospect","Farmbrook Breeding, LLC",37000
1,0177,"Upson Downs Farm, Agent","","Purpose of Life","02/04/2012","B",Mare,"Malibu Moon","Chapena","More Than Ready","03/29/2017","pregnant","Broodmare","*RNA (145,000)",---
1,0178,"Justice Farm","","Queen of Keene","02/09/2013","DB/BR",Mare,"Bernardini","Squall Linda","Goldencents","04/04/2017","pregnant","Broodmare","*RNA (45,000)",---
1,0179,"Vinery Sales, Agent for Calabria Farms, LLC","","Wicked Empire","05/07/2017","DB/BR",Colt,"Wicked Strong","Queen of the Rings","","","","Yearling","*RNA (1,700)",---
1,0180,"VanMeter-Gentry Sales, Agent","","Violence --- Queen Priscilla","05/01/2017","DB/BR",Colt,"Violence","Queen Priscilla","","","","Yearling","Bloodstock Investments V",150000
1,0181,"Nursery Place, Agent","","Tonalist --- Quintile","04/17/2017","B",Filly,"Tonalist","Quintile","","","","Yearling","Brenda and Austin Paul",120000
1,0182,"Taylor Made Sales Agency, Agent XXIV","","Orb --- Rapid City Kitty","05/30/2017","CH",Colt,"Orb","Rapid City Kitty","","","","Yearling","*RNA (45,000)",---
1,0183,"Taylor Made Sales Agency, Agent LIII","","Uncle Mo --- Red Sashay","04/08/2017","B",Filly,"Uncle Mo","Red Sashay","","","","Yearling","Out",0
1,0184,"Marshall W. Silverman, Agent for Marathon Farms","","Verrazano --- Reen","05/02/2017","B",Filly,"Verrazano","Reen","","","","Yearling","Homewrecker Racing",23000
1,0185,"St. George Sales, Agent II","","Carpe Diem --- Refinement","04/11/2017","B",Colt,"Carpe Diem","Refinement","","","","Yearling","Out",0
1,0186,"Bluewater Sales LLC, Agent XII","","Regal Dame","03/02/2015","CH",Filly,"Scat Daddy","Critic's Choice","","","","Racing or Broodmare Prospect","Out",0
1,0187,"Vinery Sales, Agent XX","","Renesmee","03/16/2007","DB/BR",Mare,"Giant's Causeway","Warm Mood","Violence","05/13/2017","pregnant","Broodmare","*RNA (27,000)",---
1,0188,"Taylor Made Sales Agency, Agent LIII","","Shanghai Bobby --- Restraining Order","04/06/2017","DB/BR",Colt,"Shanghai Bobby","Restraining Order","","","","Yearling","Martin Racing Stable, LLC",32000
1,0189,"Taylor Made Sales Agency, Agent XVI","","Candy Ride (ARG) --- Rever de Vous","03/28/2017","B",Filly,"Candy Ride (ARG)","Rever de Vous","","","","Yearling","J. Stevens, Agent for Pintail Thoroughbreds",105000
1,0190,"Bluewater Sales LLC, Agent X","","R Girls a Charmer","03/06/2013","CH",Mare,"In Summation","Velvet Charm","","","","Racing or Broodmare Prospect","Woods Edge Farm, LLC",75000
1,0191,"Taylor Made Sales Agency, Agent XVII","","Riri","04/05/2013","B",Mare,"Speightstown","Soul Search","","","","Racing or Broodmare Prospect","Out",0
1,0192,"Upson Downs Farm, Agent","","Roadtohanna","03/24/2005","DB/BR",Mare,"Not For Love","December Ember","Orb","03/10/2017","pregnant","Broodmare","Empire Thoroughbreds, LLC",145000
1,0193,"Darby Dan Farm, Agent V","","Rockin Jojo","03/03/2012","CH",Mare,"Street Magician","Chiqueada","","","","Racing or Broodmare Prospect","Randwick Bloodstock Agency",25000
1,0194,"Moonestone Sales, Agent II","","Paynter --- Romantic Intention","04/21/2017","DB/BR",Filly,"Paynter","Romantic Intention","","","","Yearling","C. Saldi",2000
1,0195,"Taylor Made Sales Agency, Agent XI","","Cairo Prince --- Royal Spun","03/26/2017","DB/BR",Filly,"Cairo Prince","Royal Spun","","","","Yearling","Michael O'Quinn for Sonny Stokes",35000
1,0196,"Woodford Thoroughbreds, Agent LXXXIII","","Mucho Macho Man --- Ruby Be Mine","04/03/2017","B",Colt,"Mucho Macho Man","Ruby Be Mine","","","","Yearling","Craig Sam Aguiar",4700
1,0197,"Bluewater Sales LLC, Agent XII","","Rum Go","02/20/2014","GR/RO",Filly,"Mizzen Mast","Pina Colada","","","","Racing or Broodmare Prospect","*RNA (100,000)",---
1,0198,"Taylor Made Sales Agency, Agent LV","","Sam's Bliss","04/06/2008","B",Mare,"War Front","Brief Bliss","California Chrome","03/01/2017","pregnant","Broodmare","Fox-Straus",67000
1,0199,"Betz Thoroughbreds, Inc., Agent","","Atreides --- Samurai Rose","01/30/2016","DB/BR",Filly,"Atreides","Samurai Rose","","","","Racing Prospect","Avocet Bloodstock",1000
1,0200,"Hill 'n' Dale Sales Agency, Agent","","Broken Vow --- Santerra","05/03/2017","B",Filly,"Broken Vow","Santerra","","","","Yearling","Jody Huckabay, Agent",9000
1,0201,"ELiTE","","Sassy Sienna","04/18/2015","DB/BR",Filly,"Midshipman","Tap for Gold","","","","Racing or Broodmare Prospect","Out",0
1,0202,"Taylor Made Sales Agency, Agent LX","","Satin Box (IRE)","02/07/2010","CH",Mare,"Manduro (GER)","Ventura (IRE)","Air Force Blue","03/27/2017","pregnant","Broodmare","Out",0
1,0203,"Select Sales, Agent IV","","Wicked Strong --- Save My Place","03/28/2017","CH",Filly,"Wicked Strong","Save My Place","","","","Yearling","Out",0
1,0204,"Select Sales, Agent IV","","Save My Place","03/09/2001","CH",Mare,"Out of Place","Preserver","Daredevil","05/30/2017","pregnant","Broodmare","Ricky G. Smith",4000
1,0205,"Hill 'n' Dale Sales Agency, Agent","","Savings Account","03/25/2011","GR/RO",Mare,"Medaglia d'Oro","Wild Hoots","Pioneerof the Nile","02/16/2017","aborted single foal","Broodmare","*RNA (650,000)",---
1,0206,"Lisa and Tim Turney, Agent II","","Cairo Prince --- Savvy Hester","04/18/2017","DB/BR",Colt,"Cairo Prince","Savvy Hester","","","","Yearling","John Sondereker",150000
1,0207,"Taylor Made Sales Agency, Agent XXVI","","Screaming Skylar","01/28/2012","DB/BR",Mare,"Smart Strike","Awe That","Bernardini","04/27/2017","pregnant","Broodmare","Out",0
1,0208,"Legacy Bloodstock, Agent XXII","","Munnings --- Secret Charm (IRE)","02/15/2017","DB/BR",Filly,"Munnings","Secret Charm (IRE)","","","","Yearling","Cantrell Family Partnership, Ltd.",42000
1,0209,"Taylor Made Sales Agency, Agent LXIII","","Seemingly","01/22/2005","DB/BR",Mare,"Orientate","Hallowed","Bodemeister","06/23/2017","pregnant","Broodmare","*RNA (19,000)",---
1,0210,"Bedouin Bloodstock, Agent for Corner Farm","","Tonalist --- Senate Caucus","04/08/2017","CH",Colt,"Tonalist","Senate Caucus","","","","Yearling","Out",0
1,0211,"Legacy Bloodstock, Agent XII","","Stay Thirsty --- Seven Skies","04/04/2017","DB/BR",Filly,"Stay Thirsty","Seven Skies","","","","Yearling","Miguel Silva",8000
1,0212,"Hunter Valley Farm, Agent","","She Doesn't Mind (FR)","02/23/2013","B",Mare,"Meshaheer","Soma Bay (FR)","","","","Racing or Broodmare Prospect","Out",0
1,0213,"Legacy Bloodstock, Agent VII","","She's Behaving","06/07/2008","CH",Mare,"Mineshaft","Behaving","Twirling Candy","02/25/2017","pregnant","Broodmare","Calabria Farms LLC",8000
1,0214,"Buckland Sales (Zach Madden), Agent VII","","She's the Queen","03/03/2002","DB/BR",Mare,"Lasting Approval","Kim's Blues","Anchor Down","03/03/2017","pregnant","Broodmare","Out",0
1,0215,"Bedouin Bloodstock, Agent","","Constitution --- Shining Strike","01/30/2017","CH",Colt,"Constitution","Shining Strike","","","","Yearling","S. F. Henderson",90000
1,0216,"Bedouin Bloodstock, Agent","","Shining Strike","03/03/2011","B",Mare,"Smart Strike","Resplendency","Super Saver","03/03/2017","pregnant","Broodmare","Winchell Thoroughbreds",80000
1,0217,"Hunter Valley Farm, Agent","","Shovalla","04/16/2013","B",Mare,"Ghostzapper","Nurse Margaret","Cairo Prince","03/04/2017","pregnant","Broodmare","Morton Rozier Stables",70000
1,0218,"Moonestone Sales, Agent for R.L. Losey","and Ten Strike Racing","Show Me Mo","03/23/2014","B",Filly,"Uncle Mo","Joyful Wager","","","","Broodmare Prospect","*RNA (12,500)",---
1,0219,"Taylor Made Sales Agency, Agent XIII","","Showtime Sis","04/30/2013","DB/BR",Mare,"Euroears","Lady Leftennant","","","","Racing or Broodmare Prospect","Michael Dubb",72000
1,0220,"Taylor Made Sales Agency, Agent LIII","","Violence --- Silent Emotion","02/03/2017","CH",Colt,"Violence","Silent Emotion","","","","Yearling","*RNA (95,000)",---
1,0221,"Legacy Bloodstock, Agent XX","","Fast Anna --- Silly Little Mama","05/05/2017","CH",Colt,"Fast Anna","Silly Little Mama","","","","Yearling","Woods Edge Farm, LLC",20000
1,0222,"Woodford Thoroughbreds, Agent I","","City Zip --- Silsita","02/27/2017","DB/BR",Filly,"City Zip","Silsita","","","","Yearling","Out",0
1,0223,"Vinery Sales, Agent for Calabria Farms, LLC","","Silver Reign","05/28/2013","DB/BR",Mare,"Awesome Again","Silver Crown","","","","Racing or Broodmare Prospect","*RNA (9,500)",---
1,0224,"KatieRich Farms","","Singn On Themoon","02/13/2009","CH",Mare,"Malibu Moon","Listen to My Song","The Factor","04/27/2017","pregnant","Broodmare","Bruno DeBerdt, Agent for Mark Cohen",27000
1,0225,"VanMeter-Gentry Sales, Agent","","Union Rags --- Skating","03/26/2017","B",Filly,"Union Rags","Skating","","","","Yearling","*RNA (120,000)",---
1,0226,"Garrencasey Sales LLC, Agent I","","More Than Ready --- Sky Dancing","02/01/2017","DB/BR",Colt,"More Than Ready","Sky Dancing","","","","Yearling","*RNA (8,000)",---
1,0227,"Vinery Sales, Agent XXXI","","Skye Silver","04/15/2012","CH",Mare,"Badge of Silver","Mesa Fresca","Palace Malice","03/29/2017","pregnant","Broodmare","Jack Swain",65000
1,0228,"Taylor Made Sales Agency, Agent XLIII","","Flatter --- Sky Hosoya","02/10/2017","B",Filly,"Flatter","Sky Hosoya","","","","Yearling","Out",0
1,0229,"Woodford Thoroughbreds, Agent XXIV","","Sky Mystic","04/04/2005","DB/BR",Mare,"Sky Mesa","Delicacy","Kantharos","05/30/2017","pregnant","Broodmare","Chad Schumer, Agent",20000
1,0230,"Taylor Made Sales Agency, Agent XXIV","","Oxbow --- Sky Saver","03/04/2017","B",Colt,"Oxbow","Sky Saver","","","","Yearling","*RNA (12,000)",---
1,0231,"Scott Mallory, Agent IV","","Songlyrics","05/22/2010","GR/RO",Mare,"Songandaprayer","Can't Catch Fire","Sky Mesa","03/05/2017","pregnant","Broodmare","Bill McDowell",4000
1,0232,"Bluewater Sales LLC, Agent VI","","Spanish Post","03/21/2007","DB/BR",Mare,"Flatter","Spanish Play","Not This Time","05/20/2017","pregnant","Broodmare","*RNA (27,000)",---
1,0233,"Denali Stud (Craig & Holly Bandoroff), Agent XIV","","Spanish Romance (IRE)","04/23/2013","B",Mare,"Rip Van Winkle (IRE)","Utr","","","","Broodmare Prospect","BBA Ireland",32000
1,0234,"Bluewater Sales LLC, Agent IX","","Spectacular Sky","03/16/2008","CH",Mare,"Sky Mesa","La Princesse Jolie","Will Take Charge","05/18/2017","pregnant","Broodmare","Greg & Caroline Bentley",150000
1,0235,"Bluewater Sales LLC, Agent IX","","Union Rags --- Spectacular Sky","05/07/2017","B",Colt,"Union Rags","Spectacular Sky","","","","Yearling","Walnut Hill Stables",125000
1,0236,"Nursery Place, Agent","","Twirling Candy --- Speightstown Belle","02/13/2017","DB/BR",Filly,"Twirling Candy","Speightstown Belle","","","","Yearling","DeMeric Stables, Agent",105000
1,0237,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for","R. S. Evans","Spiga (IRE)","03/07/2013","CH",Mare,"Lope de Vega (IRE)","Spesialta (GB)","","","","Racing or Broodmare Prospect","BBA Ireland",65000
1,0238,"Select Sales, Agent XII","","Secret Circle --- Spirit At Midnight","04/02/2017","B",Colt,"Secret Circle","Spirit At Midnight","","","","Yearling","Out",0
1,0239,"Stuart Morris, Agent VI","","Summer Front --- Spiteful Gypsy","05/02/2017","DB/BR",Colt,"Summer Front","Spiteful Gypsy","","","","Yearling","Dundrum Farm",60000
1,0240,"Dromoland Farm Inc. (Gerry Dilger), Agent III","","Gemologist --- Spring Zapper","03/27/2017","B",Colt,"Gemologist","Spring Zapper","","","","Yearling","*RNA (19,000)",---
1,0241,"Buck Pond Farm (Douglas S. Arnold), Agent","","Spun Silky","03/11/2009","CH",Mare,"Hard Spun","French Silk","Conveyance","03/01/2017","pregnant","Broodmare","*RNA (22,000)",---
1,0242,"Penn Sales","","Commissioner --- Star in the Corner","04/14/2017","B",Colt,"Commissioner","Star in the Corner","","","","Yearling","Out",0
1,0243,"Winter Quarter Farm, Agent","","Bayern --- Starship Cruiser","04/03/2017","CH",Colt,"Bayern","Starship Cruiser","","","","Yearling","*RNA (14,000)",---
1,0244,"VanMeter-Gentry Sales, Agent","","Star Super","03/21/2014","DB/BR",Filly,"Super Saver","Reforestation","","","","Racing or Broodmare Prospect","Out",0
1,0245,"Denali Stud (Craig & Holly Bandoroff), Agent X","","Stolen Overture","05/04/2014","B",Filly,"Bellamy Road","Melissa Jo","","","","Racing or Broodmare Prospect","Fred W. Hertrich, III",17000
1,0246,"VanMeter-Gentry Sales, Agent","","Stormin Babe","02/07/2014","CH",Filly,"Stormy Atlantic","An Annika Moment","","","","Racing or Broodmare Prospect","Berkey Bloodstock Services, Inc.",38000
1,0247,"ELiTE","","Stormy Victoria (FR)","04/06/2012","GR/RO",Mare,"Stormy River (FR)","Dakota Go (GB)","","","","Racing or Broodmare Prospect","Out",0
1,0248,"Denali Stud (Craig & Holly Bandoroff), Agent Earle I.","Mack LLC","Stradivarius","03/12/2013","DB/BR",Mare,"Street Cry (IRE)","Aldebaran Light","Medaglia d'Oro","03/05/2017","pregnant","Broodmare","Bluegrass Thor. Services, Agent",375000
1,0249,"Olympia Star Inc.","","Atreides --- Stupefaction","04/02/2017","B",Filly,"Atreides","Stupefaction","","","","Yearling","Martin Paramo",1500
1,0250,"Hill 'n' Dale Sales Agency, Agent","","Summer Dress","04/06/2013","DB/BR",Mare,"Candy Ride (ARG)","Rich in Spirit","Flintshire (GB)","06/10/2017","pregnant","Broodmare","Out",0
1,0251,"Moonestone Sales, Agent I","","Gemologist --- Summer Stream","03/14/2017","DB/BR",Filly,"Gemologist","Summer Stream","","","","Yearling","*RNA (17,000)",---
1,0252,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent II","","Superb in Roses","03/18/2003","DB/BR",Mare,"Giant's Causeway","Lu Ravi","Goldencents","05/21/2017","pregnant","Broodmare","4M Ranch, Agent",7000
1,0253,"Taylor Made Sales Agency, Agent L","","Super Savvy","03/12/2012","DB/BR",Mare,"Super Saver","Don't Forget Gil","Distorted Humor","03/22/2017","pregnant","Broodmare","Straight Fire, LLC",105000
1,0254,"War Horse Place LLC, Agent V","","Surf Ride","04/29/2015","CH",Filly,"Scat Daddy","Perennial Song","","","","Racing or Broodmare Prospect","Lloyd Road",13000
1,0255,"Nursery Place, Agent","","Honor Code --- Swaythisaway","02/28/2017","B",Filly,"Honor Code","Swaythisaway","","","","Yearling","Out",0
1,0256,"Hurstland Farm (Alfred H. Nuckols, Jr.), Agent I","","Sweet Nina","01/24/2012","DB/BR",Mare,"Tiznow","Trappings","","","","Broodmare Prospect","Fred W. Hertrich, III",70000
1,0257,"Taylor Made Sales Agency, Agent XVI","","Sweetnsharppatti","04/09/2010","B",Mare,"More Than Ready","Sharp Eyes","Twirling Candy","03/26/2017","pregnant","Broodmare","Darrell & Lendy Brown",62000
1,0258,"Buckland Sales (Zach Madden), Agent XX","","Sweet Sizzle","03/23/2004","B",Mare,"Distorted Humor","Hawk Lake Fire","Shackleford","04/13/2017","pregnant","Broodmare","Sungyeoun Lim",20000
1,0259,"KatieRich Farms","","Swift Diva","02/09/2013","DB/BR",Mare,"Congrats","Harlotry Holiday","Palace Malice","04/28/2017","pregnant","Broodmare","*RNA (10,000)",---
1,0260,"Bluewater Sales LLC, Agent XV","","Honor Code --- Table Three Ten","01/09/2017","B",Filly,"Honor Code","Table Three Ten","","","","Yearling","*RNA (85,000)",---
1,0261,"Bluewater Sales LLC, Agent I","","Super Saver --- Tabreed (GB)","03/19/2017","B",Filly,"Super Saver","Tabreed (GB)","","","","Yearling","*RNA (13,000)",---
1,0262,"Legacy Bloodstock, Agent XXI","","Malibu Moon --- Take Me Home Too","02/23/2017","CH",Filly,"Malibu Moon","Take Me Home Too","","","","Yearling","Athens Walnut Hill Bloodstock",160000
1,0263,"Betz Thoroughbreds, Inc., Agent","","Tara's Cause","05/05/2014","CH",Filly,"Giant's Causeway","Tara Street","","","","Racing or Broodmare Prospect","Recapture, LLC",17000
1,0264,"Bluewater Sales LLC, Agent VI","","Tarquinia","05/06/2014","CH",Filly,"Speightstown","Luna Vega","","","","Racing or Broodmare Prospect","Out",0
1,0265,"Upson Downs Farm, Agent","","Tell a Great Story","04/05/2010","CH",Mare,"Bluegrass Cat","Roadtohanna","Flatter","05/22/2017","pregnant","Broodmare","Jim & Susan Hill",110000
1,0266,"Garrencasey Sales LLC, Agent II","","Astrology --- Ten Carat Ruby","02/15/2017","B",Filly,"Astrology","Ten Carat Ruby","","","","Yearling","*RNA (0)",---
1,0267,"Betz Thoroughbreds, Inc., Agent","","Thunderous Lady","02/15/2009","GR/RO",Mare,"Thunder Gulch","Life (FR)","Constitution","05/29/2017","pregnant","Broodmare","Out",0
1,0268,"Denali Stud (Craig & Holly Bandoroff), Agent XIX","","Tisbury","04/09/2013","B",Mare,"Tiznow","Fly the Flag","","","","Racing or Broodmare Prospect","Gayle Van Leer, Agent",55000
1,0269,"Bill Murphy, Agent V","","Tiz the Day","05/18/2004","B",Mare,"Tiznow","Miriah","Stay Thirsty","04/17/2017","pregnant","Broodmare","Out",0
1,0270,"Taylor Made Sales Agency, Agent XVI","","Constitution --- Toast of Mayfair","01/19/2017","B",Filly,"Constitution","Toast of Mayfair","","","","Yearling","*RNA (50,000)",---
1,0271,"Buckland Sales (Zach Madden), Agent XI","","Tosha Talifero","02/03/2012","B",Mare,"Cactus Ridge","Indianella","","","","Broodmare Prospect"," Mulholland Springs",40000
1,0272,"Bluewater Sales LLC, Agent VI","","Touch of Bling","03/09/2013","DB/BR",Mare,"Tale of the Cat","Got Bling","","","","Racing or Broodmare Prospect","Out",0
1,0273,"Betz Thoroughbreds, Inc., Agent","","Touch of Cat","01/27/2014","B",Filly,"Giant's Causeway","Niigon's Touch","","","","Broodmare Prospect","Paul Pruett",6500
1,0274,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent V","","Touch the Sky","04/06/2012","DB/BR",Mare,"Candy Ride (ARG)","Princess Haya","Run Away and Hide","05/28/2017","pregnant","Broodmare","Alex Kershaw, Agent for Silver Springs Stud",11000
1,0275,"War Horse Place LLC, Agent IV","","Trail of Letters","02/22/2010","DB/BR",Mare,"Bold Executive","Our Miss Jones","Creative Cause","05/12/2017","pregnant","Broodmare","Highfield Investment Group, Inc",8000
1,0276,"Hinkle Farms, Agent","","Triple Blessed","04/02/2015","B",Filly,"Bodemeister","Kristi With a K","","","","Broodmare Prospect","*RNA (9,000)",---
1,0277,"St. George Sales, Agent XVII","","Ghostzapper --- Underwater","05/25/2017","B",Colt,"Ghostzapper","Underwater","","","","Yearling","Clear Ridge Stables",110000
1,0278,"Kingswood Farm, Agent I","","Valley Oak","05/02/2013","B",Mare,"Yes It's True","How About Now","","","","Broodmare Prospect","Nature Coast Thoroughbreds",5500
1,0279,"Taylor Made Sales Agency, Agent VIII","","Visionary Wonder","03/15/2011","CH",Mare,"Pollard's Vision","Wonderful","Maclean's Music","04/05/2017","pregnant","Broodmare","*RNA (42,000)",---
1,0280,"Select Sales, Agent VII","","Bayern --- Vixen","05/23/2017","DB/BR",Filly,"Bayern","Vixen","","","","Yearling","Out",0
1,0281,"Taylor Made Sales Agency, Agent XLVIII","","Mucho Macho Man --- Western Peace","03/12/2017","B",Colt,"Mucho Macho Man","Western Peace","","","","Yearling","Miguel Silva",18000
1,0282,"Bluewater Sales LLC, Agent VI","","Cross Traffic --- Western Woman","01/30/2017","B",Filly,"Cross Traffic","Western Woman","","","","Yearling","Mark A. Sell, Agent",40000
1,0283,"Taylor Made Sales Agency, Agent XLIV","","What a Star","03/06/2014","CH",Filly,"Line of David","Our Mariella","","","","Racing or Broodmare Prospect","Out",0
1,0284,"Two Creeks Farm, Agent","","Wild About Irene","03/14/2010","B",Mare,"Offlee Wild","My Belonging","Congrats","06/02/2017","pregnant","Broodmare","Hargens Racing Stable LLC (Robert Hargens)",30000
1,0285,"Select Sales, Agent I","","Tapiture --- Wild Debutante","04/08/2017","CH",Filly,"Tapiture","Wild Debutante","","","","Yearling","P S Stables",35000
1,0286,"Susan M. Forrester, Agent III","","Shanghai Bobby --- Wildwife","04/09/2017","DB/BR",Colt,"Shanghai Bobby","Wildwife","","","","Yearling","J. Stevens, Agent for Pintail Thoroughbreds",42000
1,0287,"Taylor Made Sales Agency, Agent XVI","","Orb --- Willow Rush","02/07/2017","DB/BR",Filly,"Orb","Willow Rush","","","","Yearling","*RNA (20,000)",---
1,0288,"Taylor Made Sales Agency, Agent XXXIII","","Malibu Moon --- Window Woman","05/13/2017","GR/RO",Colt,"Malibu Moon","Window Woman","","","","Yearling","Rocco Bloodstock",125000
1,0289,"Taylor Made Sales Agency, Agent XXXI","","Winning Point","04/05/2004","CH",Mare,"Point Given","Bibical Sense","Jimmy Creed","05/29/2017","pregnant","Broodmare","Out",0
1,0290,"Hill 'n' Dale Sales Agency, Agent","","Congrats --- Win With a Wink","05/29/2017","DB/BR",Colt,"Congrats","Win With a Wink","","","","Yearling","Out",0
1,0291,"Legacy Bloodstock, Agent I","","Strong Mandate --- Wise Ending","03/11/2017","DB/BR",Colt,"Strong Mandate","Wise Ending","","","","Yearling","Imperious Stable",20000
1,0292,"Hunter Valley Farm, Agent","","Verrazano --- Woodflower","05/16/2017","DB/BR",Filly,"Verrazano","Woodflower","","","","Yearling","*RNA (70,000)",---
1,0293,"Hunter Valley Farm, Agent","","Woodflower","03/31/2004","CH",Mare,"Woodman","Florisa","Declaration of War","06/03/2017","pregnant","Broodmare","Out",0
1,0294,"Bluewater Sales LLC, Agent XIV","","Carpe Diem --- Wynning Is Sweet","01/27/2017","CH",Filly,"Carpe Diem","Wynning Is Sweet","","","","Yearling","Out",0
1,0295,"Bluewater Sales LLC, Agent XIV","","Wynning Is Sweet","01/27/2011","CH",Mare,"Candy Ride (ARG)","Wynyard","Orb","03/13/2017","pregnant","Broodmare","*RNA (80,000)",---
