Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0017,"Adena Springs","","Believe in A. P.","02/26/2008","DB/BR",Mare,"A.P. Indy","I Believe in You","American Pharoah","04/20/2017","pregnant","Broodmare","*RNA (325,000)",---
1,0018,"Taylor Made Sales Agency, Agent CL","","Bellamentary","04/03/2013","CH",Filly,"Bellamy Road","Shananies Song","","","","Racing or Broodmare Prospect","Gilbert Campbell",150000
1,0019,"Taylor Made Sales Agency, Agent XCVI","","Be Mine","01/17/2013","B",Filly,"Twirling Candy","Boozin' Susan","","","","Racing or Broodmare Prospect","Out",0
1,0020,"Hunter Valley Farm, Agent","","Bernardini --- Bold Angel","01/21/2017","B",Filly,"Bernardini","Bold Angel","","","","Weanling","Twin Peaks",105000
1,0021,"Lane's End, Agent","","Bold Union","01/22/2006","B",Mare,"Dixie Union","Bold World","Candy Ride (ARG)","03/12/2017","pregnant","Broodmare","*RNA (290,000)",---
1,0022,"Taylor Made Sales Agency, Agent XLI","","Brabble","04/30/2013","B",Mare,"Bernardini","Well Chosen","Into Mischief","02/28/2017","pregnant","Broodmare","*RNA (385,000)",---
1,0023,"Taylor Made Sales Agency, Agent LIII","","Bunairgead (IRE)","05/05/2010","B",Mare,"New Approach (IRE)","Montecito","Medaglia d'Oro","04/01/2017","pregnant","Broodmare","Hinkle Farms",535000
1,0024,"Taylor Made Sales Agency, Agent XCVIII","","Uncle Mo --- But for Money","01/22/2017","DB/BR",Colt,"Uncle Mo","But for Money","","","","Weanling","Cavalier Bloodstock",175000
1,0025,"Taylor Made Sales Agency, Agent CLVIII","","Munnings --- Cabales","04/24/2017","B",Colt,"Munnings","Cabales","","","","Weanling","*RNA (175,000)",---
1,0026,"Lane's End, Agent","","Calamity Kate","03/20/2012","B",Mare,"Yes It's True","Justmeandmyshadow","Curlin","02/28/2017","pregnant","Broodmare","Three Chimneys Farm",550000
1,0027,"Greenfield Farm (B. D. Gibbs Farm LLC), Agent V","","Candrea","04/13/2009","B",Mare,"Trippi","Burn Brightly","Medaglia d'Oro","04/18/2017","pregnant","Broodmare","Out",0
1,0028,"Adena Springs","","Capital Plan","06/01/2008","B",Mare,"Rock Hard Ten","Miss Dahlia","Candy Ride (ARG)","05/05/2017","pregnant","Broodmare","Hunter Valley Farm",400000
1,0029,"Adena Springs","","American Pharoah --- Capital Plan","04/11/2017","DB/BR",Filly,"American Pharoah","Capital Plan","","","","Weanling","Out",0
1,0030,"Bedouin Bloodstock, Agent","","Cathryn Sophia","04/02/2013","B",Mare,"Street Boss","Sheave","Pioneerof the Nile","02/26/2017","pregnant","Broodmare","Bridlewood Farm and Don Alberto",2300000
1,0031,"Adena Springs","","Cat Moves","05/09/2006","B",Mare,"Tale of the Cat","Dance Move","Candy Ride (ARG)","05/25/2017","pregnant","Broodmare","Tom Magnier",400000
1,0032,"Adena Springs","","American Pharoah --- Cat Moves","04/29/2017","CH",Filly,"American Pharoah","Cat Moves","","","","Weanling","*RNA (100,000)",---
1,0033,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","Cindy's Mom","04/13/2003","B",Mare,"A.P. Indy","Minister's Mom","Candy Ride (ARG)","04/27/2017","not pregnant","Broodmare","Mike Schiano di Cola",7000
1,0034,"Darby Dan Farm, Agent II","","Classiest Gem","02/18/2000","DB/BR",Mare,"Dehere","Classiest Carat","Distorted Humor","02/15/2017","pregnant","Broodmare","Winter Quarter Farm, Agent",100000
1,0035,"Claiborne Farm, Agent","","Coming Attraction","02/01/2012","GR/RO",Mare,"Tapit","On Parade","Empire Maker","02/28/2017","pregnant","Broodmare","Audley Farm Equine",575000
1,0036,"Claiborne Farm, Agent","","Criminologist","03/27/2003","GR/RO",Mare,"Maria's Mon","Search Party","Lemon Drop Kid","05/15/2017","pregnant","Broodmare","Rockbridge Bloodstock, Agent for Brushy Hill Equin",140000
1,0037,"Taylor Made Sales Agency, Agent CXXIX","","Dakota Queen","05/10/2012","GR/RO",Mare,"War Front","Moon Queen (IRE)","Uncle Mo","04/29/2017","pregnant","Broodmare","Out",0
1,0038,"Runnymede Farm, Inc., Agent","","Into Mischief --- Dame Ursula (GB)","02/18/2017","B",Colt,"Into Mischief","Dame Ursula (GB)","","","","Weanling","Out",0
1,0039,"Glennwood Farm Inc., Agent","","Tapit --- Dance With Another (IRE)","02/26/2017","GR/RO",Filly,"Tapit","Dance With Another (IRE)","","","","Weanling","Out",0
1,0040,"Taylor Made Sales Agency, Agent LXXXVIII","","Tiznow --- Distinctlywildwood","02/07/2017","B",Colt,"Tiznow","Distinctlywildwood","","","","Weanling","Chestnut Valley",90000
1,0041,"Taylor Made Sales Agency, Agent XL","","Distinta","04/13/2012","CH",Mare,"Summer Bird","Miss Kitty","","","","Racing or Broodmare Prospect","SF Bloodstock",425000
1,0042,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Divine Heart","05/02/2011","CH",Mare,"Divine Park","Don't Trick Her","California Chrome","04/28/2017","pregnant","Broodmare","*RNA (225,000)",---
1,0043,"Claiborne Farm, Agent","","War Front --- Don'tforgetaboutme","02/11/2017","B",Filly,"War Front","Don'tforgetaboutme","","","","Weanling","Heider Family Stable / Tony Lacy, Agent",300000
1,0044,"Ramsey Farm, Agent","","Double Ante","04/04/2009","DB/BR",Mare,"Purim","Deux Anes (GB)","Kitten's Joy","03/13/2017","pregnant","Broodmare","Triple Crown",75000
1,0045,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IX","","Liam's Map --- Doubled","03/27/2017","GR/RO",Filly,"Liam's Map","Doubled","","","","Weanling","Dudley Racing",80000
1,0046,"Taylor Made Sales Agency, Agent CLXV","","Tapizar --- Dovie","04/04/2017","CH",Colt,"Tapizar","Dovie","","","","Weanling","M and W Bloodstock",17000
1,0047,"Hunter Valley Farm, Agent","","Bodemeister --- Elusive Horizon","05/10/2017","B",Colt,"Bodemeister","Elusive Horizon","","","","Weanling","War Horse Place, Agent",70000
1,0048,"Stonereath Stud, Agent","","Giant's Causeway --- Emma's Encore","02/25/2017","B",Colt,"Giant's Causeway","Emma's Encore","","","","Weanling","Hunter Valley Farm",300000
1,0049,"Pope McLean (Crestwood Farm), Agent XVIII","","Expression","03/25/2009","CH",Mare,"Invasor (ARG)","Exotic West","Speightstown","04/10/2017","pregnant","Broodmare","*RNA (275,000)",---
1,0050,"Lane's End, Agent","","Fame and Fortune","02/23/2010","GR/RO",Mare,"Unbridled's Song","Stop Traffic","Honor Code","03/26/2017","pregnant","Broodmare","Adam Bowden",450000
1,0051,"Adena Springs","","First Place Lady","02/27/2009","B",Mare,"Holy Bull","Favored One","Empire Maker","03/16/2017","pregnant","Broodmare","Nofa Equestrian Resort",80000
1,0052,"VanMeter-Gentry Sales, Agent IV","","Goldy Espony (FR)","04/19/2011","GR/RO",Mare,"Vespone (IRE)","Goldy Honor (FR)","","","","Broodmare Prospect","Haruya Yoshida",400000
1,0053,"Taylor Made Sales Agency, Agent LXXXIV","","Goodyearforroses (IRE)","03/15/2012","B",Mare,"Azamour (IRE)","Guilia (GB)","","","","Racing or Broodmare Prospect","*RNA (375,000)",---
1,0054,"Hunter Valley Farm, Agent","","American Pharoah --- Harmony Lodge","04/09/2017","B",Colt,"American Pharoah","Harmony Lodge","","","","Weanling","Out",0
1,0055,"Runnymede Farm, Inc., Agent","","Helena Bay (GB)","03/19/2006","CH",Mare,"Johannesburg","Josette (IRE)","American Pharoah","04/24/2017","pregnant","Broodmare","Out",0
1,0056,"Bedouin Bloodstock, Agent","","Her Emmynency","04/08/2012","B",Mare,"Successful Appeal","Chic Dancer","Pioneerof the Nile","02/22/2017","pregnant","Broodmare","Shadai Farm",1500000
1,0057,"Ramsey Farm, Agent","","High Jinks (BRZ)","09/09/2009","B",Mare,"Crimson Tide (IRE)","Pour Rafaela (BRZ)","Kitten's Joy","02/16/2017","pregnant","Broodmare","*RNA (35,000)",---
1,0058,"Walnut Green, Agent III","","Liam's Map --- High Quail","03/12/2017","GR/RO",Colt,"Liam's Map","High Quail","","","","Weanling","Calumet Farm",180000
1,0059,"Taylor Made Sales Agency, Agent CXXXIII","","Into Mischief --- Home Rule","04/29/2017","B",Filly,"Into Mischief","Home Rule","","","","Weanling","Out",0
1,0060,"Bedouin Bloodstock, Agent","","Pioneerof the Nile --- Hooh Why","02/17/2017","B",Colt,"Pioneerof the Nile","Hooh Why","","","","Weanling","Out",0
1,0061,"Beau Lane Bloodstock, Agent VI","","Will Take Charge --- Humorous Miss","02/26/2017","CH",Colt,"Will Take Charge","Humorous Miss","","","","Weanling","Out",0
1,0062,"Adena Springs","","Ghostzapper --- Ihavetogo","02/14/2017","CH",Colt,"Ghostzapper","Ihavetogo","","","","Weanling","Max Bloodstock",75000
1,0063,"Darby Dan Farm, Agent X","","Imply","02/06/2013","CH",Filly,"E Dubai","Allude","","","","Racing or Broodmare Prospect","Out",0
1,0064,"Woodford Thoroughbreds, Agent XIII","","Indy's Windy","02/09/2004","CH",Mare,"A.P. Indy","Banshee Winds","Bodemeister","03/17/2017","pregnant","Broodmare","SF Bloodstock",500000
1,0065,"Taylor Made Sales Agency, Agent for Fox Hill Farms","","Into The Mystic (IRE)","05/03/2012","CH",Mare,"Galileo (IRE)","Tamazirte (IRE)","","","","Racing or Broodmare Prospect","Joseph Burke Bloodstock",385000
1,0066,"Stonereath Stud, Agent III","","Inventive","03/06/2005","B",Mare,"Dixie Union","Original","Medaglia d'Oro","03/01/2017","pregnant","Broodmare","Hunter Valley Farm",800000
1,0067,"Taylor Made Sales Agency, Agent CIII","","Iplaytricks","01/10/2008","DB/BR",Mare,"Desert God","I Like Tricks","California Chrome","04/18/2017","pregnant","Broodmare","Nofa Equestrian Resort",150000
1,0068,"Taylor Made Sales Agency, Agent CIII","","American Pharoah --- Iplaytricks","03/05/2017","B",Filly,"American Pharoah","Iplaytricks","","","","Weanling","Out",0
1,0069,"Hunter Valley Farm, Agent","","American Pharoah --- Jemima's Pearl","03/03/2017","B",Filly,"American Pharoah","Jemima's Pearl","","","","Weanling","*RNA (250,000)",---
1,0070,"Meadowlark Valley Sales, Agent I","","Jessica Is Back","05/01/2004","CH",Mare,"Put It Back","Jessica's Halo","Nyquist","04/07/2017","pregnant","Broodmare","Out",0
1,0071,"Meadowlark Valley Sales, Agent I","","Liam's Map --- Jessica Is Back","03/10/2017","GR/RO",Filly,"Liam's Map","Jessica Is Back","","","","Weanling","Jim and Janie Wells",125000
1,0072,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","Joyful Victory","02/02/2008","GR/RO",Mare,"Tapit","Wild Lucy Black","Pioneerof the Nile","04/04/2017","pregnant","Broodmare","Out",0
1,0073,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","American Pharoah --- Joyful Victory","03/11/2017","GR/RO",Colt,"American Pharoah","Joyful Victory","","","","Weanling","Out",0
1,0074,"Walnut Green, Agent III","","Into Mischief --- Katherine'skadence","04/10/2017","B",Colt,"Into Mischief","Katherine'skadence","","","","Weanling","Brookstone Farm",320000
1,0075,"Lane's End, Agent","","Keri Belle","03/07/2010","B",Mare,"Empire Maker","Belleski","Candy Ride (ARG)","02/26/2017","pregnant","Broodmare","Lochlow Farm",575000
1,0076,"Darby Dan Farm, Agent for HnR Nothhaft Horse Racing LLC","","American Pharoah --- Kindle","02/22/2017","CH",Colt,"American Pharoah","Kindle","","","","Weanling","Cavalier Bloodstock",400000
1,0077,"Taylor Made Sales Agency, Agent LXII","","Lady of Fifty","04/13/2009","GR/RO",Mare,"After Market","K. D.'s Shady Lady","Tapit","03/04/2017","pregnant","Broodmare","Out",0
1,0078,"Taylor Made Sales Agency, Agent XCI","","Uncle Mo --- Laffina","01/19/2017","B",Filly,"Uncle Mo","Laffina","","","","Weanling","Bloodstock Investments V",200000
1,0079,"Hunter Valley Farm, Agent","","Laskarina","05/03/2014","B",Mare,"Distorted Humor","General Jeanne","","","","Broodmare Prospect","*RNA (475,000)",---
1,0080,"Glennwood Farm Inc., Agent","","Speightstown --- Lemon Gin","02/11/2017","CH",Filly,"Speightstown","Lemon Gin","","","","Weanling","Shadwell Estate Company, Ltd.",250000
1,0081,"Adena Springs","","Life At Ten","05/15/2005","CH",Mare,"Malibu Moon","Rahrahsixboombah","Shackleford","04/16/2017","pregnant","Broodmare","SF Bloodstock",550000
1,0082,"Adena Springs","","American Pharoah --- Life At Ten","03/22/2017","CH",Filly,"American Pharoah","Life At Ten","","","","Weanling","Blue Sky Stables",500000
1,0083,"Meadowlark Valley Sales, Agent III","","Animal Kingdom --- Life Is Beautiful","04/09/2017","CH",Filly,"Animal Kingdom","Life Is Beautiful","","","","Weanling","First Finds",20000
1,0084,"Taylor Made Sales Agency, Agent CXLVI","","Life Well Lived","03/26/2007","B",Mare,"Tiznow","Well Dressed","American Pharoah","05/13/2017","pregnant","Broodmare","James Delahooke, Agent for Bobby Flay",1250000
1,0085,"Claiborne Farm, Agent","","Light the Sky","05/17/2013","GR/RO",Mare,"Tapit","Heat Lightning","Pioneerof the Nile","03/21/2017","pregnant","Broodmare","Magna Carta",410000
1,0086,"Taylor Made Sales Agency, Agent XXV","","Paynter --- Little Swoon","04/09/2017","DB/BR",Filly,"Paynter","Little Swoon","","","","Weanling","*RNA (120,000)",---
1,0087,"Taylor Made Sales Agency, Agent CXXXVIII","","Long Hot Summer","01/07/2012","B",Mare,"Street Boss","Hotlantic","","","","Racing or Broodmare Prospect","Out",0
1,0088,"Nardelli Sales, Agent III","","Bodemeister --- Looking","03/15/2017","GR/RO",Colt,"Bodemeister","Looking","","","","Weanling","Out",0
1,0089,"Taylor Made Sales Agency, Agent XX","","Will Take Charge --- Louisiana Times","04/04/2017","CH",Colt,"Will Take Charge","Louisiana Times","","","","Weanling","Out",0
1,0090,"Taylor Made Sales Agency, Agent CLVI","","Luxury (IRE)","05/26/2013","B",Mare,"Galileo (IRE)","Helsinki (GB)","War Front","03/09/2017","pregnant","Broodmare","Out",0
1,0091,"Stonereath Stud, Agent III","","Madame Cactus","04/17/2010","CH",Mare,"Cactus Ridge","An Annika Moment","Uncle Mo","04/17/2017","pregnant","Broodmare","SF Bloodstock",400000
1,0092,"Hunter Valley Farm, Agent","","Uncle Mo --- Magical Steps","03/23/2017","DB/BR",Colt,"Uncle Mo","Magical Steps","","","","Weanling","Bloodstock Investments V",275000
1,0093,"VanMeter-Gentry Sales, Agent VI","","Makison","04/29/2012","DB/BR",Mare,"Mineshaft","Bullville Belle","American Pharoah","03/18/2017","pregnant","Broodmare","Gilbert Campbell",325000
1,0094,"Taylor Made Sales Agency, Agent XLII","","Cairo Prince --- Malibu Red","03/18/2017","B",Filly,"Cairo Prince","Malibu Red","","","","Weanling","P.G. Stables",100000
1,0095,"Taylor Made Sales Agency, Agent XVII","","Mama Maxine","03/06/2008","DB/BR",Mare,"More Than Ready","Miss Houdini","Bernardini","04/30/2017","pregnant","Broodmare","SF Bloodstock",135000
1,0096,"Taylor Made Sales Agency, Agent XX","","Orb --- Mama Maxine","02/19/2017","DB/BR",Colt,"Orb","Mama Maxine","","","","Weanling","Ferndale Thoroughbreds",150000
1,0097,"Adena Springs","","Maya Princess","04/21/2013","B",Mare,"Street Sense","Hartfelt","Ghostzapper","03/06/2017","pregnant","Broodmare","Clover Hill Farm/Nicoma, Agent",140000
1,0098,"Hunter Valley Farm, Agent","","Me and Miss Jones","01/14/2006","CH",Mare,"Smarty Jones","Forest Heiress","Wicked Strong","04/20/2017","aborted single foal","Broodmare","*RNA (95,000)",---
1,0099,"Taylor Made Sales Agency, Agent for Mike Connelly","","Pioneerof the Nile --- Miner's Secret","02/28/2017","B",Filly,"Pioneerof the Nile","Miner's Secret","","","","Weanling","*RNA (335,000)",---
1,0100,"Taylor Made Sales Agency, Agent for Mike Connelly","","Miss Ocean City","04/20/2006","B",Mare,"Mineshaft","Madam Lagonza","Uncle Mo","03/31/2017","pregnant","Broodmare","SF Bloodstock",450000
1,0101,"Taylor Made Sales Agency, Agent for Mike Connelly","","Pioneerof the Nile --- Miss Ocean City","03/15/2017","B",Colt,"Pioneerof the Nile","Miss Ocean City","","","","Weanling","Baccari Bloodstock",425000
1,0102,"Hagyard Farm, Agent","","Monarchia","04/27/2013","DB/BR",Mare,"Arch","Broad Pennant","Broken Vow","03/17/2017","pregnant","Broodmare","Clover Hill Farm/Nicoma, Agent",235000
1,0103,"Walnut Green, Agent for C Biscuit Racing and Smart","Angle, LLP","Malibu Moon --- Monday Valentine","03/30/2017","DB/BR",Colt,"Malibu Moon","Monday Valentine","","","","Weanling","Out",0
1,0104,"Kaizen Sales (Richard Kent), Agent","","Medaglia d'Oro --- More Oats Please","02/21/2017","DB/BR",Filly,"Medaglia d'Oro","More Oats Please","","","","Weanling","Out",0
1,0105,"Bedouin Bloodstock, Agent","","Tapit --- My Conquestadory","05/11/2017","B",Filly,"Tapit","My Conquestadory","","","","Weanling","Baccari Bloodstock",775000
1,0106,"Glennwood Farm Inc., Agent","","Pioneerof the Nile --- Mythical Bride","04/14/2017","DB/BR",Colt,"Pioneerof the Nile","Mythical Bride","","","","Weanling","West Bloodstock for Repole Stables, Inc.",350000
1,0107,"Adena Springs","","Native Bombshell","02/08/2010","DB/BR",Mare,"War Front","Flat Screen","Street Boss","03/01/2017","pregnant","Broodmare","SF Bloodstock",225000
1,0108,"Claiborne Farm, Agent","","Nebraska","01/27/2009","DB/BR",Mare,"Street Cry (IRE)","Honest Lady","Uncle Mo","03/03/2017","pregnant","Broodmare","Calumet Farm",70000
1,0109,"Taylor Made Sales Agency, Agent CL","","Nodiac (IRE)","04/02/2013","B",Filly,"Kodiac (GB)","No Way (IRE)","","","","Racing or Broodmare Prospect","Out",0
1,0110,"Nardelli Sales, Agent IV","","Tiznow --- N the Now","03/16/2017","DB/BR",Colt,"Tiznow","N the Now","","","","Weanling","Brookstone Farm",220000
1,0111,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II","","Oblige","04/26/2009","DB/BR",Mare,"Bernardini","Foxcaller","Runhappy","02/10/2017","pregnant","Broodmare","Out",0
1,0112,"Sue Vacek, Agent","","Bodemeister --- On Golden Pawn","01/17/2017","B",Colt,"Bodemeister","On Golden Pawn","","","","Weanling","Alliance Bloodstock",5000
1,0113,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent for","R. S. Evans","Tonalist --- Opalite","04/06/2017","DB/BR",Filly,"Tonalist","Opalite","","","","Weanling","Out",0
1,0114,"Taylor Made Sales Agency, Agent LIII","","Oscar Party","04/02/2010","B",Mare,"Dixie Union","Dream Lady","Tapit","03/27/2017","pregnant","Broodmare","Reynolds Bell for Alpha Delta Stables",1900000
1,0115,"Taylor Made Sales Agency, Agent LIII","","Tapit --- Oscar Party","02/07/2017","GR/RO",Colt,"Tapit","Oscar Party","","","","Weanling","*RNA (675,000)",---
1,0116,"Hartwell Farm Inc., Agent III","","Bernardini --- Palacio de Amor","04/28/2017","B",Colt,"Bernardini","Palacio de Amor","","","","Weanling","D. M. I.",200000
1,0117,"Hartwell Farm Inc., Agent III","","Palacio de Amor","04/05/2006","CH",Mare,"Dixieland Band","Haitian Vacation","Bernardini","05/21/2017","pregnant","Broodmare","Sallusto & Albina, Agt for Newtown Anner Stud Farm",300000
1,0118,"Hagyard Farm, Agent","","Palpita","05/27/2014","GR/RO",Mare,"Tapit","Alchemilla","","","","Broodmare Prospect","Calumet Farm",70000
1,0119,"Kaizen Sales (Richard Kent), Agent","","Giant's Causeway --- Patience Drive","02/13/2017","B",Colt,"Giant's Causeway","Patience Drive","","","","Weanling","de Meric Stables, Agent",210000
1,0120,"Kaizen Sales (Richard Kent), Agent","","Patience Drive","04/13/2006","DB/BR",Mare,"Pulpit","Lion Castle","Air Force Blue","04/02/2017","pregnant","Broodmare","*RNA (90,000)",---
1,0121,"Stonereath Stud, Agent","","Peace Royale (GER)","02/07/2005","DB/BR",Mare,"Sholokhov (IRE)","Peace Time (GER)","Air Force Blue","04/16/2017","pregnant","Broodmare","*RNA (270,000)",---
1,0122,"Stonereath Stud, Agent","","Union Rags --- Peace Royale (GER)","03/24/2017","B",Colt,"Union Rags","Peace Royale (GER)","","","","Weanling","Beryl N. Stokes, Jr.",75000
1,0123,"Taylor Made Sales Agency, Agent CLI","","Quality Road --- Perils of Pauline","03/21/2017","B",Colt,"Quality Road","Perils of Pauline","","","","Weanling","Springhouse Farm",85000
1,0124,"Taylor Made Sales Agency, Agent CLX","","Perplexity","03/31/2011","B",Mare,"Colonel John","Shiny Sheet","","","","Racing or Broodmare Prospect","Out",0
1,0125,"Taylor Made Sales Agency, Agent CXLIV","","Picardia","05/11/2011","B",Mare,"Stormy Atlantic","Pretty City","Uncle Mo","03/28/2017","pregnant","Broodmare","Margaret Dunaine",350000
1,0126,"Taylor Made Sales Agency, Agent LXVII","","Primadona (IRE)","04/01/2008","B",Mare,"Galileo (IRE)","Dress to Thrill (IRE)","Violence","03/28/2017","pregnant","Broodmare","*RNA (120,000)",---
1,0127,"Taylor Made Sales Agency, Agent LXVII","","Uncle Mo --- Primadona (IRE)","01/22/2017","B",Filly,"Uncle Mo","Primadona (IRE)","","","","Weanling","*RNA (260,000)",---
1,0128,"Taylor Made Sales Agency, Agent LVII","","Orb --- Proud to Be Wild","03/21/2017","CH",Colt,"Orb","Proud to Be Wild","","","","Weanling","Out",0
1,0129,"Hagyard Farm, Agent","","Quiet Royal","02/10/2003","CH",Mare,"Royal Academy","Wakigoer","Temple City","02/22/2017","pregnant","Broodmare","Winter Quarter Farm, Agent",80000
1,0130,"Taylor Made Sales Agency, Agent CXLVIII","","Rainfall Radar","04/16/2012","B",Mare,"Rebuttal","Sun Shower (IRE)","Gleneagles (IRE)","02/12/2017","pregnant","Broodmare","Out",0
1,0131,"Taylor Made Sales Agency, Agent LXI","","Declaration of War --- Ready Ready Ready","01/27/2017","DB/BR",Colt,"Declaration of War","Ready Ready Ready","","","","Weanling","Scott & Evan Dilworth, LLC",60000
1,0132,"Taylor Made Sales Agency, Agent XCV","","Union Rags --- Ribbon Cutter","01/31/2017","DB/BR",Colt,"Union Rags","Ribbon Cutter","","","","Weanling","White Oak Farm",130000
1,0133,"Taylor Made Sales Agency, Agent XXIII","","River Maid","02/15/2012","DB/BR",Mare,"Where's the Ring","Rivermaid Dancing","","","","Racing or Broodmare Prospect","Mark Stansell",450000
1,0134,"Adena Springs","","Point of Entry --- Romance Is Diane","05/24/2017","B",Filly,"Point of Entry","Romance Is Diane","","","","Weanling","Out",0
1,0135,"Taylor Made Sales Agency, Agent XCVII","","Constitution --- Sacred Forest","02/09/2017","B",Filly,"Constitution","Sacred Forest","","","","Weanling","Beryl N. Stokes, Jr.",50000
1,0136,"Bill Murphy, Agent IV","","Sam's Grindstone","05/02/2008","B",Mare,"Grindstone","Samdanya","Lookin At Lucky","05/21/2017","pregnant","Broodmare","*RNA (22,000)",---
1,0137,"Bill Murphy, Agent II","","Malibu Moon --- Sam's Grindstone","04/04/2017","CH",Colt,"Malibu Moon","Sam's Grindstone","","","","Weanling","Out",0
1,0138,"Taylor Made Sales Agency, Agent CLXIV","","American Pharoah --- Schiaparelli","03/06/2017","B",Colt,"American Pharoah","Schiaparelli","","","","Weanling","Out",0
1,0139,"Ramsey Farm, Agent","","Sea Bubble","03/31/2011","B",Mare,"U S Ranger","Lovely Martha","Kitten's Joy","05/22/2017","pregnant","Broodmare","*RNA (35,000)",---
1,0140,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent IV","","Securely","03/09/2013","B",Mare,"Uncle Mo","In Secure","Candy Ride (ARG)","03/11/2017","pregnant","Broodmare","Audley Farm Equine",325000
1,0141,"Meadowlark Valley Sales, Agent VI","","Bodemeister --- Seven Stars","02/12/2017","B",Colt,"Bodemeister","Seven Stars","","","","Weanling","Out",0
1,0142,"Taylor Made Sales Agency, Agent CXXIV","","Blame --- She Cat","01/28/2017","B",Colt,"Blame","She Cat","","","","Weanling","Out",0
1,0143,"Beau Lane Bloodstock, Agent III","","Declaration of War --- Sister Kate","03/02/2017","B",Filly,"Declaration of War","Sister Kate","","","","Weanling","*RNA (45,000)",---
1,0144,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Skipalute","03/08/2012","BLK",Mare,"Midnight Lute","Skipstone","Frosted","04/12/2017","pregnant","Broodmare","Spendthrift Farm LLC",425000
