Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
1,0024,"Darby Dan Farm, Agent L","","Curlin --- Honor Bestowed","","B",Colt,"Curlin","Honor Bestowed","","","","","White Birch Farm",550000
1,0025,"Top Line Sales LLC, Agent II","","Dansili (GB) --- I Am Beautiful (IRE)","","B",Colt,"Dansili (GB)","I Am Beautiful (IRE)","","","","","Out",0
1,0026,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent V","","Scat Daddy --- Indian Way","","CH",Colt,"Scat Daddy","Indian Way","","","","","*RNA (240,000)",---
1,0027,"Taylor Made Sales Agency, Agent VII","","War Front --- Iotapa","","DB/BR",Colt,"War Front","Iotapa","","","","","Donato Lanni, Agent",1900000
1,0028,"Select Sales, Agent XL","","Speightstown --- Jojo Warrior","","CH",Filly,"Speightstown","Jojo Warrior","","","","","Bridlewood Farm",550000
1,0029,"Clearsky Farms, Agent II","","Tapit --- Justwhistledixie","","B",Colt,"Tapit","Justwhistledixie","","","","","Out",0
1,0030,"Warrendale Sales, Agent for Stonestreet Bred","& Raised","Medaglia d'Oro --- Kauai Katie","","DB/BR",Filly,"Medaglia d'Oro","Kauai Katie","","","","","*RNA (480,000)",---
1,0031,"Lane's End, Agent for Dixiana Farms, LLC","","Pioneerof the Nile --- K. D.'s Shady Lady","","DB/BR",Filly,"Pioneerof the Nile","K. D.'s Shady Lady","","","","","*RNA (150,000)",---
1,0032,"Denali Stud (Craig & Holly Bandoroff), Agent XXII","","Kitten's Joy --- Keertana","","B",Colt,"Kitten's Joy","Keertana","","","","","Shadwell Estate Company, Ltd.",500000
1,0033,"Taylor Made Sales Agency, Agent CLVI","","War Front --- La Cloche","","B",Filly,"War Front","La Cloche","","","","","Out",0
1,0034,"Taylor Made Sales Agency, Agent CXVI","","Scat Daddy --- Lavender Baby","","DB/BR",Filly,"Scat Daddy","Lavender Baby","","","","","M. V. Magnier",500000
1,0035,"Taylor Made Sales Agency, Agent LXXXIV","","Medaglia d'Oro --- Lemon Kiss","","B",Colt,"Medaglia d'Oro","Lemon Kiss","","","","","Oxo Equine LLC",560000
1,0036,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","Tapit --- Let Faith Arise","","B",Colt,"Tapit","Let Faith Arise","","","","","Courtlandt Farm",600000
1,0037,"Warrendale Sales, Agent XLIX","","Pioneerof the Nile --- Life Well Lived","","B",Colt,"Pioneerof the Nile","Life Well Lived","","","","","Katsumi Yoshida",350000
1,0038,"Warrendale Sales, Agent for Hargus and Sandra Sexton","","Speightstown --- Light From Above","","CH",Filly,"Speightstown","Light From Above","","","","","Hades Bloodstock",225000
1,0039,"Taylor Made Sales Agency, Agent I","","Speightstown --- Lindy","","B",Colt,"Speightstown","Lindy","","","","","Fujii Kosan Co. Ltd.",325000
1,0040,"Four Star Sales, Agent","","War Front --- Liscanna (IRE)","","DB/BR",Colt,"War Front","Liscanna (IRE)","","","","","*RNA (325,000)",---
1,0041,"Claiborne Farm, Agent","","War Front --- Long View (IRE)","","B",Filly,"War Front","Long View (IRE)","","","","","Godolphin",500000
1,0042,"Eaton Sales, Agent","","Malibu Moon --- Lost Empire","","B",Filly,"Malibu Moon","Lost Empire","","","","","Out",0
1,0043,"Denali Stud (Craig & Holly Bandoroff), Agent XX","","Hard Spun --- Love Theway Youare","","B",Filly,"Hard Spun","Love Theway Youare","","","","","Bradley Thoroughbreds, Agent",200000
1,0044,"Hinkle Farms","","Orb --- Madame Du Lac","","B",Filly,"Orb","Madame Du Lac","","","","","Mike Ryan, Agent",260000
1,0045,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds","","Tapit --- Magical Feeling","","GR/RO",Colt,"Tapit","Magical Feeling","","","","","*RNA (375,000)",---
1,0046,"Brandywine Farm (Jim & Pam Robinson), Agent for","Spendthrift Farm LLC","Temple City --- Malibu Pier","","DB/BR",Filly,"Temple City","Malibu Pier","","","","","North Hills Company, Ltd.",475000
1,0047,"Lane's End, Agent for Dixiana Farms, LLC","","Malibu Moon --- Mambo Bell","","B",Filly,"Malibu Moon","Mambo Bell","","","","","Mike Ryan, Agent",400000
1,0048,"Paramount Sales, Agent XII","","Scat Daddy --- Mekko Hokte","","GR/RO",Filly,"Scat Daddy","Mekko Hokte","","","","","Flaxman Stables Ireland Limited",550000
1,0049,"Taylor Made Sales Agency, Agent CXLVII","","Tapit --- Miss Besilu","","GR/RO",Colt,"Tapit","Miss Besilu","","","","","Whisper Hill Farm  LLC",2600000
1,0050,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds","","Quality Road --- Miss Drake","","B",Colt,"Quality Road","Miss Drake","","","","","Superfine Farms",185000
1,0051,"Lane's End, Agent","","Scat Daddy --- Miss Netta","","B",Colt,"Scat Daddy","Miss Netta","","","","","Out",0
1,0052,"Gainesway, Agent XXXI","","Medaglia d'Oro --- Mi Vida","","DB/BR",Filly,"Medaglia d'Oro","Mi Vida","","","","","Hades Stable",200000
1,0053,"Taylor Made Sales Agency, Agent LXXXIV","","Medaglia d'Oro --- Mo Chuisle","","GR/RO",Filly,"Medaglia d'Oro","Mo Chuisle","","","","","White Birch Farm",800000
1,0054,"Denali Stud (Craig & Holly Bandoroff), Agent LI","","War Front --- Moth (IRE)","","B",Filly,"War Front","Moth (IRE)","","","","","Koji Maeda",650000
1,0055,"VanMeter-Gentry Sales, Agent I","","Pioneerof the Nile --- Mother","","DB/BR",Filly,"Pioneerof the Nile","Mother","","","","","George Bolton",450000
1,0056,"Hidden Brook, Agent XVI","","Tapit --- My Conquestadory","","B",Colt,"Tapit","My Conquestadory","","","","","*RNA (525,000)",---
1,0057,"Taylor Made Sales Agency, Agent CLV","","Giant's Causeway --- My Gi Gi","","CH",Filly,"Giant's Causeway","My Gi Gi","","","","","Out",0
1,0058,"Clearsky Farms, Agent I","","Tapit --- My Happy Face","","B",Filly,"Tapit","My Happy Face","","","","","Hugo Merry Bloodstock",575000
1,0059,"Taylor Made Sales Agency, Agent XX","","Declaration of War --- Namaste's Wish","","B",Colt,"Declaration of War","Namaste's Wish","","","","","Out",0
1,0060,"Lane's End, Agent","","Kitten's Joy --- Nereid","","B",Colt,"Kitten's Joy","Nereid","","","","","Shadwell Estate Company, Ltd.",450000
1,0061,"Denali Stud (Craig & Holly Bandoroff), Agent L","","Verrazano --- Night and Day","","CH",Colt,"Verrazano","Night and Day","","","","","Shadai Farm",250000
1,0062,"Denali Stud (Craig & Holly Bandoroff), Agent XX","","Malibu Moon --- Oatsee","","CH",Colt,"Malibu Moon","Oatsee","","","","","*RNA (575,000)",---
1,0063,"Gainesway, Agent XL","","Candy Ride (ARG) --- Overly Tempting","","CH",Filly,"Candy Ride (ARG)","Overly Tempting","","","","","Mike Ryan, Agent",250000
1,0064,"Taylor Made Sales Agency, Agent XCIII","","Will Take Charge --- Painted Woman","","B",Colt,"Will Take Charge","Painted Woman","","","","","*RNA (170,000)",---
1,0065,"Eaton Sales, Agent","","Scat Daddy --- Parisian Affair","","DB/BR",Colt,"Scat Daddy","Parisian Affair","","","","","MC Bloodstock",160000
1,0066,"VanMeter-Gentry Sales, Agent XVII","","Distorted Humor --- Party of Interest","","B",Colt,"Distorted Humor","Party of Interest","","","","","*RNA (235,000)",---
1,0067,"Bridie Harrison, Agent for Peter E. Blum Thoroughbreds","","Speightstown --- Platinum","","CH",Colt,"Speightstown","Platinum","","","","","*RNA (270,000)",---
1,0068,"Four Star Sales, Agent","","Scat Daddy --- Practice","","B",Colt,"Scat Daddy","Practice","","","","","Godolphin",800000
1,0069,"VanMeter-Gentry Sales, Agent XI","","Tapit --- Pretty 'n Smart","","GR/RO",Filly,"Tapit","Pretty 'n Smart","","","","","M. V. Magnier",2700000
1,0070,"Taylor Made Sales Agency, Agent CXIV","","Bernardini --- Prissy","","B",Filly,"Bernardini","Prissy","","","","","*RNA (225,000)",---
1,0071,"Lane's End, Agent","","War Front --- Prize Catch","","B",Colt,"War Front","Prize Catch","","","","","Shadwell Estate Company, Ltd.",400000
1,0072,"Trackside Farm (Tom Evans), Agent","","Uncle Mo --- Promenade Girl","","B",Colt,"Uncle Mo","Promenade Girl","","","","","John C. Oxley",400000
1,0073,"Hill 'n' Dale Sales Agency, Agent","","War Front --- Quarter Moon (IRE)","","B",Colt,"War Front","Quarter Moon (IRE)","","","","","*RNA (225,000)",---
1,0074,"Gainesway, Agent VI","","Tapit --- Raffishing Look","","CH",Filly,"Tapit","Raffishing Look","","","","","Out",0
1,0075,"Man O War Farm, Agent for Reiko and Michael Baum","","Medaglia d'Oro --- Reaching (IRE)","","B",Colt,"Medaglia d'Oro","Reaching (IRE)","","","","","*RNA (235,000)",---
1,0076,"Taylor Made Sales Agency, Agent CXLIX","","Speightstown --- Ready to Act","","GR/RO",Colt,"Speightstown","Ready to Act","","","","","Shadwell Estate Company, Ltd.",500000
1,0077,"Beau Lane Bloodstock, Agent I","","Giant's Causeway --- Rebridled Dreams","","DB/BR",Filly,"Giant's Causeway","Rebridled Dreams","","","","","Tony Nerses",700000
1,0078,"Eaton Sales, Agent","","War Front --- Refugee","","B",Colt,"War Front","Refugee","","","","","*RNA (450,000)",---
1,0079,"Taylor Made Sales Agency, Agent For Stonestreet","Bred & Raised","Scat Daddy --- Revel in the Win","","B",Colt,"Scat Daddy","Revel in the Win","","","","","Maverick Racing & China Horse Club",550000
1,0080,"Gainesway, Agent VI","","Tapit --- Saudia","","B",Colt,"Tapit","Saudia","","","","","Lothenbach Stables, Inc.",400000
1,0081,"Gainesway, Agent XXVIII","","War Front --- Say (IRE)","","B",Colt,"War Front","Say (IRE)","","","","","White Birch Farm",400000
1,0082,"Gainesway, Agent IX","","Medaglia d'Oro --- Sealy Hill","","B",Filly,"Medaglia d'Oro","Sealy Hill","","","","","Oxo Equine LLC",1250000
1,0083,"Taylor Made Sales Agency, Agent V","","Scat Daddy --- Seanchai","","CH",Filly,"Scat Daddy","Seanchai","","","","","Godolphin",550000
1,0084,"Hinkle Farms","","Flatter --- Seeking Gabrielle","","CH",Colt,"Flatter","Seeking Gabrielle","","","","","West Point Thoroughbreds, Inc./L.E.B., Agent",460000
1,0085,"Hill 'n' Dale Sales Agency, Agent","","Distorted Humor --- Serenading","","CH",Colt,"Distorted Humor","Serenading","","","","","Lothenbach Stables, Inc.",700000
1,0086,"Baccari Bloodstock, Agent IX","","Tapit --- Serena's Cat","","DB/BR",Colt,"Tapit","Serena's Cat","","","","","*RNA (1,050,000)",---
1,0087,"Paramount Sales, Agent XXVIII","","Medaglia d'Oro --- Silvester Lady (GB)","","B",Colt,"Medaglia d'Oro","Silvester Lady (GB)","","","","","*RNA (135,000)",---
1,0088,"Eaton Sales, Agent","","Tapit --- Siren Serenade","","GR/RO",Filly,"Tapit","Siren Serenade","","","","","Hartley/De Renzo",500000
1,0089,"Clearsky Farms, Agent I","","Malibu Moon --- Sister Girl Blues","","DB/BR",Colt,"Malibu Moon","Sister Girl Blues","","","","","Out",0
1,0090,"Winter Quarter Farm, Agent IV","","Pioneerof the Nile --- Sister Moon","","DB/BR",Colt,"Pioneerof the Nile","Sister Moon","","","","","Out",0
1,0091,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Medaglia d'Oro --- Speed Succeeds","","DB/BR",Colt,"Medaglia d'Oro","Speed Succeeds","","","","","Out",0
1,0092,"Claiborne Farm, Agent","","Lemon Drop Kid --- Spellbound","","B",Colt,"Lemon Drop Kid","Spellbound","","","","","Arthur A. Watson, Jr / Rebecca Galbraith",200000
1,0093,"Legacy Bloodstock, Agent for Mike G. Rutherford","","Candy Ride (ARG) --- Stage Stop","","GR/RO",Colt,"Candy Ride (ARG)","Stage Stop","","","","","*RNA (175,000)",---
1,0094,"Taylor Made Sales Agency, Agent CXLVI","","Medaglia d'Oro --- Stopshoppingdebbie","","B",Filly,"Medaglia d'Oro","Stopshoppingdebbie","","","","","Christina R. Jelm, Agent",325000
1,0095,"Gainesway, Agent for Kendall E. Hansen MD, Racing LLC","","Frankel (GB) --- Stormy Sunday","","B",Filly,"Frankel (GB)","Stormy Sunday","","","","","*RNA (275,000)",---
1,0096,"Glennwood Farm Inc., Agent","","Exchange Rate --- Street Rumor","","DB/BR",Colt,"Exchange Rate","Street Rumor","","","","","Eurowest Bloodstock Services, Agent",275000
1,0097,"Gainesway, Agent VI","","Tapit --- Successful Outlook","","CH",Colt,"Tapit","Successful Outlook","","","","","Out",0
1,0098,"Lane's End, Agent","","War Front --- Sugar Canyon","","DB/BR",Colt,"War Front","Sugar Canyon","","","","","Edgar Smith",225000
1,0099,"Denali Stud (Craig & Holly Bandoroff), Agent XLIV","","Ghostzapper --- Sweet Awakening","","B",Filly,"Ghostzapper","Sweet Awakening","","","","","G. Watts Humphrey, Jr.",310000
1,0100,"Hinkle Farms","","Candy Ride (ARG) --- Sweet Tess","","DB/BR",Filly,"Candy Ride (ARG)","Sweet Tess","","","","","White Birch Farm",550000
1,0101,"Eaton Sales, Agent","","War Front --- Take Charge Lady","","B",Colt,"War Front","Take Charge Lady","","","","","*RNA (460,000)",---
1,0102,"Brandywine Farm (Jim & Pam Robinson), Agent for","Spendthrift Farm LLC","Into Mischief --- Teamgeist (ARG)","","GR/RO",Filly,"Into Mischief","Teamgeist (ARG)","","","","","Alistair Roden Bloodstock",385000
1,0103,"Baccari Bloodstock, Agent VI","","Candy Ride (ARG) --- Theycallmeladyluck","","DB/BR",Colt,"Candy Ride (ARG)","Theycallmeladyluck","","","","","Kerri Radcliffe Bloodstock",800000
1,0104,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent","III","War Front --- Theyskens' Theory","","B",Colt,"War Front","Theyskens' Theory","","","","","Shadwell Estate Company, Ltd.",1200000
1,0105,"Paramount Sales, Agent LVI","","Tapit --- Tiz Miz Sue","","B",Colt,"Tapit","Tiz Miz Sue","","","","","Shadwell Estate Company, Ltd.",2500000
1,0106,"Burleson Farms, Agent","","Tiznow --- Truly Blessed","","B",Filly,"Tiznow","Truly Blessed","","","","","Scott & Evan Dilworth",250000
1,0107,"Bedouin Bloodstock, Agent VIII","","Kitten's Joy --- Unfold the Rose","","DB/BR",Filly,"Kitten's Joy","Unfold the Rose","","","","","*RNA (375,000)",---
1,0108,"Warrendale Sales, Agent XLV","","Into Mischief --- Verdana Bold","","B",Colt,"Into Mischief","Verdana Bold","","","","","Out",0
1,0109,"Lane's End, Agent","","War Front --- Visions of Clarity (IRE)","","B",Colt,"War Front","Visions of Clarity (IRE)","","","","","*RNA (175,000)",---
1,0110,"Glennwood Farm Inc., Agent","","Scat Daddy --- Vivo Per Lei","","DB/BR",Filly,"Scat Daddy","Vivo Per Lei","","","","","*RNA (370,000)",---
1,0111,"Denali Stud (Craig & Holly Bandoroff), Agent LVI","","Tapit --- Wait Til Dawn","","GR/RO",Filly,"Tapit","Wait Til Dawn","","","","","Whisper Hill Farm  LLC",800000
1,0112,"Gainesway, Agent XXXIV","","War Front --- War Echo","","B",Colt,"War Front","War Echo","","","","","Godolphin",550000
1,0113,"Lane's End, Agent","","Pioneerof the Nile --- Weekend Whim","","DB/BR",Filly,"Pioneerof the Nile","Weekend Whim","","","","","Hugo Merry Bloodstock",435000
1,0114,"Denali Stud (Craig & Holly Bandoroff), Agent XLIII","","War Front --- Whisper to Me","","B",Colt,"War Front","Whisper to Me","","","","","*RNA (275,000)",---
1,0115,"Gainesway, Agent VII","","Tapit --- Wickedly Wise","","GR/RO",Colt,"Tapit","Wickedly Wise","","","","","Whisper Hill Farm  LLC",700000
1,0116,"Baccari Bloodstock, Agent III","","Tapit --- Wile Cat","","B",Filly,"Tapit","Wile Cat","","","","","Don Alberto Corporation",700000
1,0117,"Denali Stud (Craig & Holly Bandoroff), Agent XXVI","","Tapit --- Wine Princess","","GR/RO",Colt,"Tapit","Wine Princess","","","","","*RNA (475,000)",---
1,0118,"Darby Dan Farm, Agent","","Tapit --- Winter Memories","","GR/RO",Filly,"Tapit","Winter Memories","","","","","*RNA (900,000)",---
1,0119,"Denali Stud (Craig & Holly Bandoroff), Agent XXVI","","War Front --- Wonderful (IRE)","","B",Filly,"War Front","Wonderful (IRE)","","","","","*RNA (475,000)",---
1,0120,"Claiborne Farm, Agent","","Arch --- Worshipper","","B",Colt,"Arch","Worshipper","","","","","Ashland Park Management, Agent",220000
1,0121,"Warrendale Sales, Agent XLV","","Medaglia d'Oro --- Wyomia","","DB/BR",Colt,"Medaglia d'Oro","Wyomia","","","","","*RNA (285,000)",---
1,0122,"Winter Quarter Farm, Agent II","","Declaration of War --- Zardana (BRZ)","","DB/BR",Filly,"Declaration of War","Zardana (BRZ)","","","","","*RNA (290,000)",---
1,0123,"Taylor Made Sales Agency, Agent CXL","","Curlin --- Zayanna","","CH",Filly,"Curlin","Zayanna","","","","","*RNA (825,000)",---
1,0124,"Dromoland Farm Inc. (Gerry Dilger), Agent II","","Pioneerof the Nile --- Above Perfection","","B",Filly,"Pioneerof the Nile","Above Perfection","","","","","Out",0
1,0125,"Bluegrass Thoroughbred Services Inc. (Sandy Stuart), Agent","III","Speightstown --- Adventure","","B",Colt,"Speightstown","Adventure","","","","","Mike Ryan, Agent",250000
1,0126,"Eaton Sales, Agent for Nawara Stud Ltd","","Bodemeister --- Affectionately (GB)","","B",Colt,"Bodemeister","Affectionately (GB)","","","","","*RNA (335,000)",---
1,0127,"Blake-Albina Thoroughbred Services LLC, Agent","","Bodemeister --- Alina","","B",Colt,"Bodemeister","Alina","","","","","*RNA (95,000)",---
1,0128,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","War Front --- Aloof (IRE)","","B",Filly,"War Front","Aloof (IRE)","","","","","Oxo Equine LLC",1600000
1,0129,"Paramount Sales, Agent I","","Scat Daddy --- Alpha Mama","","DB/BR",Colt,"Scat Daddy","Alpha Mama","","","","","*RNA (185,000)",---
1,0130,"Eaton Sales, Agent","","Candy Ride (ARG) --- Androeah","","B",Colt,"Candy Ride (ARG)","Androeah","","","","","Ben McElroy, Agent",350000
1,0131,"Denali Stud (Craig & Holly Bandoroff), Agent XX","","Tapit --- Andujar","","GR/RO",Colt,"Tapit","Andujar","","","","","*RNA (450,000)",---
1,0132,"Taylor Made Sales Agency, Agent LXXIV","","Curlin --- Annis","","CH",Colt,"Curlin","Annis","","","","","Out",0
1,0133,"Lane's End, Agent for Kinsman Farm","","Pioneerof the Nile --- A. P. Dream","","DB/BR",Colt,"Pioneerof the Nile","A. P. Dream","","","","","Fox Hill Farm",600000
1,0134,"Gainesway, Agent XXI","","Speightstown --- Arania","","B",Filly,"Speightstown","Arania","","","","","Out",0
1,0135,"Gainesway, Agent for Stonestreet Bred & Raised","","Medaglia d'Oro --- Ask the Moon","","B",Filly,"Medaglia d'Oro","Ask the Moon","","","","","Richard Guest",300000
1,0136,"Gainesway, Agent XXII","","Hard Spun --- Azorina","","B",Colt,"Hard Spun","Azorina","","","","","Mayberry Farm",900000
1,0137,"Eaton Sales, Agent","","Declaration of War --- Be My Prospect","","B",Filly,"Declaration of War","Be My Prospect","","","","","Mike Ryan, Agent",280000
1,0138,"Claiborne Farm, Agent","","War Front --- Bend","","DB/BR",Filly,"War Front","Bend","","","","","Royal Oak Farm, Agent",725000
1,0139,"Glennwood Farm Inc., Agent","","Tiznow --- Bending Strings","","DB/BR",Colt,"Tiznow","Bending Strings","","","","","L&N Racing, LLC",200000
1,0140,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent I","","Tapit --- Betterbetterbetter (IRE)","","B",Colt,"Tapit","Betterbetterbetter (IRE)","","","","","*RNA (475,000)",---
1,0141,"Glennwood Farm Inc., Agent","","Quality Road --- Betty Brite","","DB/BR",Filly,"Quality Road","Betty Brite","","","","","*RNA (190,000)",---
1,0142,"Glennwood Farm Inc., Agent","","Tiznow --- Beyond Our Reach (IRE)","","B",Filly,"Tiznow","Beyond Our Reach (IRE)","","","","","John Gunther",75000
1,0143,"Runnymede Farm, Inc., Agent","","Medaglia d'Oro --- Bizzy Caroline","","DB/BR",Filly,"Medaglia d'Oro","Bizzy Caroline","","","","","Out",0
1,0144,"Baccari Bloodstock, Agent I","","Medaglia d'Oro --- Broadway Gold","","DB/BR",Colt,"Medaglia d'Oro","Broadway Gold","","","","","*RNA (475,000)",---
1,0145,"Hill 'n' Dale Sales Agency, Agent","","Smart Strike --- Cascading","","B",Colt,"Smart Strike","Cascading","","","","","Gary S. Broad",90000
1,0146,"Taylor Made Sales Agency, Agent XLIX","","Animal Kingdom --- Catch the Moment","","B",Filly,"Animal Kingdom","Catch the Moment","","","","","Demeteer Stable",185000
1,0147,"Denali Stud (Craig & Holly Bandoroff), Agent for Stonestreet","Bred & Raised","Tapit --- Cat Dancer","","GR/RO",Filly,"Tapit","Cat Dancer","","","","","*RNA (475,000)",---
1,0148,"Lane's End, Agent","","War Front --- Centre Court","","DB/BR",Colt,"War Front","Centre Court","","","","","Out",0
1,0149,"Eaton Sales, Agent","","War Front --- Charming","","DB/BR",Colt,"War Front","Charming","","","","","*RNA (625,000)",---
1,0150,"Winter Quarter Farm, Agent I","","Candy Ride (ARG) --- Charm the Maker","","DB/BR",Filly,"Candy Ride (ARG)","Charm the Maker","","","","","Ron McAnally",600000
1,0151,"Eaton Sales, Agent","","Deep Impact (JPN) --- Cherokee","","DB/BR",Filly,"Deep Impact (JPN)","Cherokee","","","","","*RNA (285,000)",---
1,0152,"Lane's End, Agent","","Curlin --- Christies Treasure","","CH",Colt,"Curlin","Christies Treasure","","","","","Shadwell Estate Company, Ltd.",375000
1,0153,"Vinery Sales, Agent XLIII","","Candy Ride (ARG) --- Common Hope","","B",Colt,"Candy Ride (ARG)","Common Hope","","","","","*RNA (1,900,000)",---
1,0154,"Man O War Farm, Agent for Reiko and Michael Baum","","Kitten's Joy --- Compelling (IRE)","","B",Filly,"Kitten's Joy","Compelling (IRE)","","","","","*RNA (170,000)",---
1,0155,"Legacy Bloodstock, Agent for Mike G. Rutherford","","Super Saver --- Country Cafe","","CH",Colt,"Super Saver","Country Cafe","","","","","*RNA (190,000)",---
1,0156,"Eaton Sales, Agent","","Medaglia d'Oro --- D'cats Meow","","B",Colt,"Medaglia d'Oro","D'cats Meow","","","","","Breeze Easy, LLC",900000
1,0157,"Glennwood Farm Inc., Agent","","Speightstown --- Devil by Design","","CH",Colt,"Speightstown","Devil by Design","","","","","Shadwell Estate Company, Ltd.",900000
1,0158,"Taylor Made Sales Agency, Agent for Aaron & Marie Jones LLC","","Pioneerof the Nile --- Distorted Passion","","B",Filly,"Pioneerof the Nile","Distorted Passion","","","","","Maverick Racing",300000
1,0159,"Lane's End, Agent","","Into Mischief --- Divine Presence","","B",Colt,"Into Mischief","Divine Presence","","","","","Robert C.Baker and William Mack",550000
1,0160,"Romans Racing & Sales, Agent XXX","","Candy Ride (ARG) --- Dixieinyankeeland","","DB/BR",Filly,"Candy Ride (ARG)","Dixieinyankeeland","","","","","*RNA (95,000)",---
1,0161,"Taylor Made Sales Agency, Agent XVI","","Giant's Causeway --- Dream of Summer","","GR/RO",Filly,"Giant's Causeway","Dream of Summer","","","","","M. V. Magnier",625000
1,0162,"Hill 'n' Dale Sales Agency, Agent for Stonestreet","Bred & Raised","Curlin --- Dream Rush","","DB/BR",Filly,"Curlin","Dream Rush","","","","","*RNA (875,000)",---
1,0163,"Lane's End, Agent","","Scat Daddy --- Dreams of Fire","","DB/BR",Colt,"Scat Daddy","Dreams of Fire","","","","","M. V. Magnier",500000
1,0164,"Lane's End, Agent for Kinsman Farm","","Tiznow --- Dream Supreme","","DB/BR",Filly,"Tiznow","Dream Supreme","","","","","Koji Maeda",400000
1,0165,"VanMeter-Gentry Sales, Agent V","","War Front --- Dynamic Feature","","B",Colt,"War Front","Dynamic Feature","","","","","Kerri Radcliffe Bloodstock",1100000
